,Age,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn,Gender_Female,Gender_Male,Location_Chicago,Location_Houston,Location_Los Angeles,Location_Miami,Location_New York
92689,30,13,58.65,100,1,1,0,0,0,0,1,0
92690,60,17,47.29,428,1,1,0,0,0,0,1,0
92691,32,17,53.42,493,0,1,0,0,0,0,0,1
92692,19,3,36.5,243,0,0,1,1,0,0,0,0
92693,68,11,43.23,181,1,1,0,0,0,0,1,0
92694,28,18,70.74,233,0,1,0,0,0,1,0,0
92695,50,21,34.4,141,0,0,1,0,0,0,1,0
92696,63,17,48.55,265,0,0,1,1,0,0,0,0
92697,50,23,49.28,441,1,0,1,0,1,0,0,0
92698,58,19,73.54,306,1,1,0,1,0,0,0,0
92699,65,19,69.17,91,0,1,0,0,0,1,0,0
92700,66,22,35.4,396,0,1,0,0,1,0,0,0
92701,47,15,50.17,160,0,1,0,1,0,0,0,0
92702,40,6,82.25,158,0,0,1,0,0,1,0,0
92703,57,2,38.74,490,1,1,0,0,0,1,0,0
92704,61,23,59.04,247,1,0,1,0,0,0,1,0
92705,50,24,66.61,246,0,0,1,0,1,0,0,0
92706,22,19,53.94,285,1,0,1,1,0,0,0,0
92707,55,23,87.24,82,1,0,1,0,0,0,0,1
92708,33,9,79.86,489,0,0,1,0,0,0,1,0
92709,59,20,67.34,455,1,0,1,0,0,0,0,1
92710,43,20,33.92,267,1,1,0,1,0,0,0,0
92711,60,10,47.03,463,0,0,1,1,0,0,0,0
92712,48,24,45.68,55,0,1,0,0,1,0,0,0
92713,28,6,70.72,337,1,1,0,0,0,1,0,0
92714,39,3,31.27,186,1,1,0,0,0,0,0,1
92715,26,19,45.37,484,1,1,0,0,0,0,0,1
92716,40,7,44.61,108,1,1,0,0,0,0,0,1
92717,30,6,39.91,200,0,0,1,0,0,1,0,0
92718,26,24,87.48,245,1,0,1,1,0,0,0,0
92719,33,6,51.8,398,1,1,0,0,1,0,0,0
92720,69,24,93.96,374,0,0,1,0,0,0,1,0
92721,55,4,79.04,467,0,1,0,0,1,0,0,0
92722,29,11,42.82,320,0,0,1,0,0,1,0,0
92723,18,6,63.55,131,0,0,1,0,0,0,0,1
92724,64,16,56.52,454,1,0,1,0,0,0,1,0
92725,47,20,53.85,243,0,1,0,0,0,0,0,1
92726,44,3,73.57,104,0,0,1,0,0,0,0,1
92727,56,8,33.52,314,1,1,0,0,0,0,1,0
92728,59,15,91.27,103,1,1,0,1,0,0,0,0
92729,43,20,64.22,497,0,0,1,0,0,0,1,0
92730,22,9,31.92,280,1,1,0,0,1,0,0,0
92731,40,15,98.2,165,0,1,0,0,0,0,0,1
92732,37,14,52.77,86,0,1,0,1,0,0,0,0
92733,19,4,34.11,71,0,1,0,1,0,0,0,0
92734,58,17,71.43,106,1,0,1,0,0,0,0,1
92735,60,11,97.47,434,0,0,1,0,1,0,0,0
92736,19,12,35.16,209,0,1,0,0,0,1,0,0
92737,58,21,98.03,188,1,0,1,0,1,0,0,0
92738,53,23,92.61,77,1,1,0,0,0,1,0,0
92739,20,6,50.53,457,0,0,1,0,1,0,0,0
92740,25,15,41.79,166,1,1,0,1,0,0,0,0
92741,69,10,79.63,482,1,1,0,0,0,1,0,0
92742,39,4,77.73,295,1,1,0,0,0,0,0,1
92743,57,4,62.39,75,0,1,0,0,0,0,1,0
92744,46,13,43.31,145,0,0,1,0,0,0,0,1
92745,18,17,48.42,325,0,0,1,0,1,0,0,0
92746,23,16,81.81,384,0,1,0,0,1,0,0,0
92747,36,24,53.25,86,1,0,1,0,0,0,0,1
92748,22,10,85.77,201,1,1,0,0,1,0,0,0
92749,21,13,53.14,218,0,0,1,0,1,0,0,0
92750,26,21,38.58,349,0,1,0,1,0,0,0,0
92751,27,9,55.57,275,1,0,1,0,1,0,0,0
92752,58,7,59.19,486,1,0,1,1,0,0,0,0
92753,52,13,85.9,492,1,1,0,1,0,0,0,0
92754,57,7,42.27,435,0,1,0,0,1,0,0,0
92755,38,3,84.86,242,0,0,1,0,0,1,0,0
92756,56,2,45.59,415,0,0,1,0,1,0,0,0
92757,47,19,59.04,262,0,0,1,0,0,1,0,0
92758,66,5,49.1,276,0,1,0,0,0,1,0,0
92759,66,16,34.13,73,0,0,1,1,0,0,0,0
92760,61,11,34.0,276,0,0,1,0,1,0,0,0
92761,46,7,80.65,417,1,1,0,0,1,0,0,0
92762,46,22,44.58,356,1,1,0,1,0,0,0,0
92763,35,6,89.25,57,1,1,0,0,0,0,1,0
92764,57,19,60.75,374,1,1,0,0,1,0,0,0
92765,61,21,40.58,372,0,1,0,0,0,0,0,1
92766,30,22,72.47,141,0,1,0,0,0,0,0,1
92767,23,5,46.53,165,1,0,1,0,1,0,0,0
92768,50,15,94.63,294,0,0,1,0,0,0,1,0
92769,28,5,36.59,452,0,0,1,1,0,0,0,0
92770,32,3,69.84,172,0,0,1,0,0,0,0,1
92771,60,3,73.54,166,0,1,0,1,0,0,0,0
92772,31,17,95.76,358,1,1,0,0,0,0,0,1
92773,43,3,83.84,230,0,1,0,0,0,0,0,1
92774,24,13,77.88,245,1,0,1,1,0,0,0,0
92775,48,12,74.34,148,1,0,1,0,0,0,0,1
92776,24,2,63.79,85,0,0,1,0,0,1,0,0
92777,46,7,71.06,266,0,0,1,1,0,0,0,0
92778,27,14,67.62,424,1,0,1,0,0,0,0,1
92779,43,17,99.53,146,0,1,0,1,0,0,0,0
92780,59,2,87.46,178,0,1,0,0,0,1,0,0
92781,46,9,81.57,220,0,0,1,0,0,1,0,0
92782,44,13,55.82,131,0,0,1,1,0,0,0,0
92783,63,2,99.12,263,0,0,1,0,0,0,0,1
92784,18,13,84.17,457,1,0,1,0,0,0,1,0
92785,55,4,89.66,336,1,1,0,0,0,0,1,0
92786,64,21,87.28,393,0,0,1,0,0,0,0,1
92787,45,23,87.56,51,1,0,1,0,0,1,0,0
92788,60,8,41.49,61,1,0,1,1,0,0,0,0
92789,29,17,79.06,179,1,1,0,0,0,1,0,0
92790,32,7,55.84,323,0,0,1,1,0,0,0,0
92791,32,15,47.97,227,0,0,1,1,0,0,0,0
92792,65,15,57.28,371,0,0,1,0,0,1,0,0
92793,19,1,46.39,226,0,0,1,0,1,0,0,0
92794,24,9,60.69,57,1,1,0,0,1,0,0,0
92795,25,21,48.91,361,1,0,1,0,0,0,1,0
92796,54,9,85.11,164,0,1,0,0,0,0,1,0
92797,35,14,54.62,185,0,0,1,0,0,0,0,1
92798,64,14,55.27,433,1,1,0,1,0,0,0,0
92799,58,4,98.99,177,1,0,1,0,0,0,1,0
92800,29,15,32.74,194,1,1,0,0,1,0,0,0
92801,37,18,85.87,365,1,0,1,0,0,0,0,1
92802,32,18,86.19,127,0,1,0,0,1,0,0,0
92803,56,17,88.63,208,0,0,1,0,0,0,0,1
92804,30,16,88.3,350,0,0,1,0,0,0,0,1
92805,28,23,71.32,142,0,0,1,0,0,0,1,0
92806,59,1,98.61,406,1,0,1,0,0,1,0,0
92807,30,20,91.5,234,0,0,1,0,0,0,0,1
92808,64,12,89.62,61,0,1,0,0,0,1,0,0
92809,70,3,49.09,304,1,0,1,0,1,0,0,0
92810,29,6,65.02,151,0,0,1,0,0,0,1,0
92811,70,19,36.62,469,1,0,1,1,0,0,0,0
92812,55,11,87.27,284,0,1,0,1,0,0,0,0
92813,32,24,32.7,198,1,0,1,1,0,0,0,0
92814,41,19,89.38,333,0,1,0,1,0,0,0,0
92815,26,8,99.78,270,1,0,1,0,0,0,1,0
92816,18,6,35.49,70,0,1,0,0,0,1,0,0
92817,57,23,73.26,416,1,1,0,0,0,0,1,0
92818,63,13,61.02,168,1,0,1,0,0,1,0,0
92819,62,13,34.89,346,0,0,1,0,1,0,0,0
92820,55,9,53.28,201,0,0,1,0,0,0,1,0
92821,60,2,42.61,63,1,1,0,0,0,1,0,0
92822,46,1,95.83,149,1,1,0,0,0,0,0,1
92823,32,7,54.51,358,0,0,1,0,0,0,1,0
92824,41,11,54.8,460,0,0,1,0,0,0,1,0
92825,53,6,66.16,333,1,1,0,1,0,0,0,0
92826,37,20,83.43,127,1,1,0,1,0,0,0,0
92827,48,9,56.69,134,1,1,0,1,0,0,0,0
92828,55,10,44.58,378,0,1,0,0,0,0,1,0
92829,49,4,89.77,495,1,1,0,0,0,1,0,0
92830,39,8,75.01,358,1,1,0,0,1,0,0,0
92831,27,23,62.89,202,0,0,1,0,0,1,0,0
92832,42,5,34.34,161,0,1,0,0,0,1,0,0
92833,61,10,41.9,176,1,0,1,1,0,0,0,0
92834,41,7,35.75,468,0,1,0,0,1,0,0,0
92835,35,23,81.5,78,0,1,0,0,0,1,0,0
92836,42,9,59.59,486,1,1,0,0,0,1,0,0
92837,27,23,69.72,256,1,0,1,0,0,0,1,0
92838,31,17,49.1,128,0,1,0,0,1,0,0,0
92839,32,15,66.86,326,1,1,0,0,1,0,0,0
92840,30,18,78.83,434,0,0,1,0,0,0,1,0
92841,63,10,62.04,377,1,1,0,0,1,0,0,0
92842,55,20,90.37,316,1,0,1,0,0,0,0,1
92843,38,20,55.29,266,0,0,1,0,0,0,1,0
92844,30,24,81.26,499,0,0,1,0,1,0,0,0
92845,46,6,68.37,106,1,1,0,0,0,0,1,0
92846,41,8,85.82,84,0,0,1,0,0,0,1,0
92847,24,5,63.31,410,1,0,1,0,1,0,0,0
92848,62,4,89.71,378,0,0,1,1,0,0,0,0
92849,18,15,64.08,270,1,1,0,0,0,1,0,0
92850,20,1,82.35,386,1,1,0,0,0,1,0,0
92851,62,14,55.41,420,0,0,1,0,0,0,0,1
92852,20,11,35.86,161,1,1,0,0,0,1,0,0
92853,53,14,56.71,65,1,1,0,0,1,0,0,0
92854,41,16,63.32,478,1,1,0,0,0,0,1,0
92855,30,17,75.94,415,0,1,0,0,1,0,0,0
92856,61,5,64.96,320,1,1,0,0,1,0,0,0
92857,48,15,81.39,364,1,1,0,0,0,1,0,0
92858,64,19,78.6,459,0,1,0,0,0,1,0,0
92859,42,3,69.27,314,0,0,1,0,0,1,0,0
92860,21,23,42.81,190,0,0,1,0,1,0,0,0
92861,63,9,94.34,292,1,0,1,0,0,0,0,1
92862,64,3,87.55,224,0,1,0,0,0,0,0,1
92863,42,17,52.17,220,0,0,1,0,0,0,1,0
92864,28,21,38.26,461,1,0,1,0,1,0,0,0
92865,64,3,61.21,346,0,0,1,1,0,0,0,0
92866,18,17,60.6,156,1,1,0,0,0,0,1,0
92867,50,19,60.68,91,1,1,0,1,0,0,0,0
92868,51,20,38.45,330,1,1,0,0,1,0,0,0
92869,40,4,39.28,387,1,1,0,1,0,0,0,0
92870,25,11,46.6,442,0,1,0,0,0,0,0,1
92871,66,4,94.08,449,0,0,1,0,0,1,0,0
92872,41,10,74.26,276,1,0,1,0,0,0,0,1
92873,23,2,51.27,315,0,0,1,0,1,0,0,0
92874,32,21,49.83,264,0,1,0,0,1,0,0,0
92875,68,4,86.69,469,0,0,1,0,0,1,0,0
92876,18,8,65.05,350,0,0,1,0,0,1,0,0
92877,23,7,61.21,494,0,0,1,0,0,0,0,1
92878,49,23,74.38,148,0,0,1,0,0,0,1,0
92879,39,8,36.53,114,0,0,1,0,0,0,1,0
92880,54,4,86.01,184,1,1,0,0,0,1,0,0
92881,34,13,44.41,441,1,1,0,0,0,1,0,0
92882,28,6,82.87,334,0,0,1,0,0,0,0,1
92883,62,13,81.84,442,1,0,1,0,0,1,0,0
92884,61,1,35.08,141,1,1,0,0,0,0,0,1
92885,39,22,42.43,366,0,0,1,0,0,0,0,1
92886,44,5,30.95,466,0,1,0,0,0,0,0,1
92887,34,6,74.29,209,0,0,1,0,0,1,0,0
92888,21,23,38.05,62,1,0,1,0,0,0,1,0
92889,30,1,72.21,290,1,0,1,1,0,0,0,0
92890,50,16,31.18,405,0,0,1,0,1,0,0,0
92891,39,21,76.89,224,1,1,0,0,0,0,1,0
92892,32,18,88.91,300,0,0,1,0,0,1,0,0
92893,38,8,40.22,285,1,1,0,1,0,0,0,0
92894,58,24,69.61,461,1,0,1,0,0,0,0,1
92895,50,19,68.15,90,1,1,0,0,0,0,1,0
92896,40,14,93.16,421,0,0,1,1,0,0,0,0
92897,53,9,81.78,69,0,1,0,0,0,0,1,0
92898,66,3,52.47,210,1,1,0,1,0,0,0,0
92899,36,13,76.51,447,1,1,0,0,0,1,0,0
92900,27,6,41.61,115,0,1,0,0,0,0,0,1
92901,39,6,79.22,357,0,1,0,0,0,1,0,0
92902,50,11,42.53,451,0,1,0,0,1,0,0,0
92903,25,12,69.97,275,1,0,1,0,0,1,0,0
92904,40,16,76.63,224,0,0,1,0,0,0,0,1
92905,21,23,52.24,429,1,1,0,1,0,0,0,0
92906,29,7,34.74,457,1,0,1,0,0,0,0,1
92907,54,5,75.35,459,1,1,0,0,0,0,0,1
92908,46,24,82.74,170,1,0,1,1,0,0,0,0
92909,57,7,36.3,56,1,1,0,0,0,0,0,1
92910,67,14,53.51,144,0,0,1,0,1,0,0,0
92911,19,18,49.53,88,0,1,0,0,0,0,0,1
92912,32,10,52.97,69,1,0,1,0,0,0,1,0
92913,34,21,68.37,437,1,0,1,0,0,0,0,1
92914,58,20,93.91,495,0,1,0,0,1,0,0,0
92915,70,22,89.72,345,0,1,0,0,0,0,1,0
92916,47,6,62.6,81,1,1,0,0,0,0,1,0
92917,51,6,32.26,488,0,0,1,0,1,0,0,0
92918,70,12,43.66,107,0,0,1,0,0,1,0,0
92919,60,17,60.17,95,0,1,0,0,0,1,0,0
92920,33,7,91.38,185,1,1,0,0,1,0,0,0
92921,51,2,87.18,477,1,0,1,0,0,1,0,0
92922,66,16,37.09,472,1,1,0,0,0,0,0,1
92923,46,23,37.54,201,1,1,0,0,1,0,0,0
92924,45,14,65.74,267,0,1,0,0,1,0,0,0
92925,34,12,68.43,60,0,0,1,0,0,1,0,0
92926,46,22,53.91,189,0,0,1,0,0,0,1,0
92927,67,9,70.87,446,1,0,1,0,0,0,0,1
92928,56,10,90.41,426,1,1,0,1,0,0,0,0
92929,54,3,55.9,206,1,0,1,1,0,0,0,0
92930,50,6,33.53,266,0,1,0,1,0,0,0,0
92931,57,19,43.3,466,0,1,0,1,0,0,0,0
92932,43,2,98.15,268,1,1,0,0,0,1,0,0
92933,65,4,58.14,63,0,1,0,1,0,0,0,0
92934,41,12,86.91,483,1,0,1,0,0,0,1,0
92935,46,8,79.56,215,1,1,0,0,0,0,0,1
92936,28,1,95.64,462,0,1,0,0,0,1,0,0
92937,60,17,61.36,223,0,1,0,0,0,0,1,0
92938,50,17,89.01,360,1,0,1,0,0,0,0,1
92939,58,11,70.4,326,0,0,1,0,0,1,0,0
92940,37,8,93.59,152,1,0,1,0,0,1,0,0
92941,63,20,49.03,336,1,1,0,0,0,1,0,0
92942,42,18,37.11,481,0,0,1,0,0,0,1,0
92943,64,20,95.38,100,1,1,0,0,0,0,1,0
92944,42,10,93.33,97,0,1,0,0,0,0,1,0
92945,58,15,69.37,440,1,1,0,1,0,0,0,0
92946,31,15,77.51,122,0,1,0,1,0,0,0,0
92947,60,18,79.82,219,1,1,0,0,1,0,0,0
92948,42,9,88.05,352,0,1,0,0,1,0,0,0
92949,49,2,64.58,235,1,1,0,0,0,1,0,0
92950,41,13,37.29,450,1,1,0,1,0,0,0,0
92951,31,10,75.52,425,0,1,0,0,0,1,0,0
92952,38,8,96.9,122,1,1,0,0,1,0,0,0
92953,60,24,78.52,465,0,1,0,0,0,1,0,0
92954,64,23,40.4,234,1,0,1,0,0,0,1,0
92955,27,7,58.81,305,0,0,1,0,0,0,1,0
92956,61,17,78.55,300,1,0,1,0,1,0,0,0
92957,31,22,77.17,165,0,0,1,0,0,0,0,1
92958,57,2,71.6,123,1,1,0,0,0,0,1,0
92959,45,15,79.0,163,0,0,1,0,0,0,1,0
92960,43,19,38.72,91,1,1,0,0,1,0,0,0
92961,20,9,49.39,163,1,1,0,0,0,0,1,0
92962,25,14,36.84,55,0,0,1,0,0,1,0,0
92963,56,6,40.79,423,1,0,1,0,0,0,1,0
92964,53,14,31.27,318,1,0,1,1,0,0,0,0
92965,53,17,32.28,252,0,0,1,0,1,0,0,0
92966,43,1,76.21,429,1,0,1,0,0,0,1,0
92967,40,3,96.03,88,0,1,0,0,0,0,1,0
92968,24,20,80.91,286,1,1,0,0,0,0,0,1
92969,23,3,64.13,474,0,0,1,1,0,0,0,0
92970,21,14,35.43,209,1,1,0,0,0,0,0,1
92971,38,23,68.55,75,0,1,0,1,0,0,0,0
92972,67,2,48.89,379,0,1,0,0,0,0,0,1
92973,26,22,59.11,442,0,1,0,0,0,1,0,0
92974,67,17,34.13,176,0,1,0,0,0,0,0,1
92975,60,18,93.35,321,1,0,1,0,1,0,0,0
92976,27,7,53.21,188,1,0,1,0,0,1,0,0
92977,43,19,67.09,146,0,0,1,0,0,0,0,1
92978,28,10,92.55,304,0,0,1,0,1,0,0,0
92979,31,17,37.49,262,0,0,1,0,0,0,1,0
92980,50,24,63.74,403,0,1,0,0,0,0,0,1
92981,52,17,50.3,486,1,0,1,0,0,1,0,0
92982,49,20,97.86,497,0,1,0,0,0,0,0,1
92983,42,10,95.54,381,1,0,1,0,1,0,0,0
92984,54,19,64.7,64,1,1,0,0,0,0,1,0
92985,27,10,77.74,176,0,1,0,1,0,0,0,0
92986,51,3,59.05,299,0,1,0,1,0,0,0,0
92987,59,6,91.43,382,1,1,0,0,0,1,0,0
92988,62,7,52.2,83,0,1,0,0,0,0,0,1
92989,68,2,62.21,78,0,0,1,0,1,0,0,0
92990,19,9,74.93,320,1,1,0,1,0,0,0,0
92991,23,24,82.21,304,0,1,0,0,0,1,0,0
92992,60,4,32.65,444,1,1,0,0,0,0,0,1
92993,65,18,92.23,470,1,1,0,0,1,0,0,0
92994,41,14,70.28,373,1,1,0,0,0,1,0,0
92995,55,24,73.42,193,1,0,1,0,0,0,0,1
92996,20,19,32.11,487,1,1,0,0,1,0,0,0
92997,28,11,88.0,55,1,1,0,0,0,0,0,1
92998,39,15,53.64,417,1,1,0,0,0,0,1,0
92999,18,23,58.35,340,1,1,0,1,0,0,0,0
93000,61,6,59.56,425,1,0,1,0,0,1,0,0
93001,52,14,81.32,380,0,0,1,0,0,1,0,0
93002,41,16,98.34,322,0,0,1,1,0,0,0,0
93003,27,11,85.53,288,1,1,0,1,0,0,0,0
93004,36,4,69.02,467,1,1,0,1,0,0,0,0
93005,54,19,60.9,392,0,1,0,0,0,0,1,0
93006,47,16,55.4,454,0,1,0,0,0,0,0,1
93007,61,2,57.93,95,0,0,1,0,0,0,0,1
93008,60,13,89.57,426,0,1,0,0,0,0,1,0
93009,20,12,47.02,380,0,0,1,0,0,0,0,1
93010,61,11,41.17,364,0,1,0,1,0,0,0,0
93011,49,22,48.9,89,1,1,0,0,0,1,0,0
93012,27,3,70.63,306,0,0,1,0,0,0,0,1
93013,24,13,87.47,98,0,0,1,0,0,1,0,0
93014,22,14,45.78,252,0,1,0,1,0,0,0,0
93015,58,3,87.45,89,1,1,0,0,0,0,1,0
93016,52,23,73.27,469,1,1,0,0,0,1,0,0
93017,24,15,94.74,71,0,1,0,0,0,1,0,0
93018,60,17,41.67,468,0,0,1,0,0,1,0,0
93019,22,20,88.15,459,0,0,1,0,0,0,0,1
93020,64,5,68.84,80,0,1,0,0,0,0,0,1
93021,41,2,47.52,196,1,1,0,0,0,0,1,0
93022,66,18,40.34,226,1,0,1,0,0,0,0,1
93023,23,23,92.48,215,1,1,0,0,0,0,1,0
93024,25,4,99.82,354,1,1,0,1,0,0,0,0
93025,47,7,66.42,294,0,1,0,0,1,0,0,0
93026,37,24,31.17,127,1,1,0,0,0,1,0,0
93027,43,13,90.8,114,1,0,1,0,0,0,1,0
93028,20,24,50.41,325,0,1,0,0,1,0,0,0
93029,69,23,83.01,421,0,1,0,1,0,0,0,0
93030,43,14,90.9,170,1,1,0,0,0,0,1,0
93031,53,22,82.64,79,1,0,1,0,0,0,0,1
93032,43,15,55.94,468,1,0,1,0,0,0,0,1
93033,69,6,56.09,205,1,0,1,0,0,0,0,1
93034,46,8,32.46,477,0,0,1,0,0,0,1,0
93035,57,3,84.5,271,1,1,0,0,0,0,0,1
93036,56,14,56.64,378,0,0,1,0,0,0,1,0
93037,49,7,60.73,122,0,0,1,1,0,0,0,0
93038,66,8,42.4,476,1,0,1,0,1,0,0,0
93039,43,15,85.81,156,0,0,1,1,0,0,0,0
93040,51,14,58.32,390,0,1,0,0,1,0,0,0
93041,30,12,47.31,309,0,0,1,0,0,0,0,1
93042,31,3,70.57,488,0,0,1,0,0,0,0,1
93043,55,12,90.68,81,1,0,1,0,0,1,0,0
93044,34,20,42.93,74,0,0,1,0,0,0,0,1
93045,55,18,84.67,141,0,0,1,1,0,0,0,0
93046,53,22,82.25,327,0,0,1,1,0,0,0,0
93047,65,13,30.91,487,0,1,0,0,0,0,0,1
93048,36,19,54.46,416,1,1,0,0,0,0,1,0
93049,56,10,39.18,335,0,1,0,0,0,0,0,1
93050,25,1,64.2,363,0,0,1,0,0,1,0,0
93051,23,5,46.38,268,1,1,0,0,1,0,0,0
93052,24,16,54.76,241,0,1,0,0,0,0,0,1
93053,45,16,97.53,134,1,0,1,0,0,0,1,0
93054,19,6,58.9,313,0,0,1,0,0,0,1,0
93055,37,4,49.05,423,1,0,1,0,0,0,0,1
93056,27,2,91.05,282,1,1,0,1,0,0,0,0
93057,67,5,48.23,233,0,0,1,1,0,0,0,0
93058,33,23,76.94,468,1,1,0,0,0,0,0,1
93059,28,15,41.03,343,1,0,1,0,1,0,0,0
93060,37,16,71.91,412,1,0,1,0,1,0,0,0
93061,43,2,74.97,468,1,0,1,0,1,0,0,0
93062,52,7,63.53,187,0,0,1,0,0,1,0,0
93063,54,16,65.84,329,1,1,0,1,0,0,0,0
93064,69,22,39.31,109,0,0,1,1,0,0,0,0
93065,51,5,71.65,111,0,1,0,0,0,0,1,0
93066,21,22,47.02,370,1,0,1,0,0,0,1,0
93067,41,14,87.79,135,0,1,0,1,0,0,0,0
93068,22,14,42.41,341,1,1,0,0,0,1,0,0
93069,41,22,79.09,209,0,0,1,0,0,1,0,0
93070,64,15,95.2,198,0,1,0,0,0,0,1,0
93071,20,22,76.08,143,0,0,1,0,0,0,1,0
93072,48,19,72.46,408,0,1,0,0,0,0,1,0
93073,53,3,95.49,198,1,0,1,0,0,0,0,1
93074,56,8,46.22,106,1,0,1,1,0,0,0,0
93075,45,18,60.52,445,0,1,0,0,0,0,1,0
93076,32,20,80.35,374,0,1,0,0,0,0,1,0
93077,59,22,47.65,187,0,1,0,1,0,0,0,0
93078,34,12,89.59,142,1,1,0,0,0,0,1,0
93079,22,8,78.74,372,1,1,0,0,0,0,1,0
93080,30,9,71.75,450,0,0,1,0,1,0,0,0
93081,38,12,54.01,376,1,1,0,0,0,0,1,0
93082,40,20,70.79,397,0,1,0,0,0,0,1,0
93083,47,6,95.34,110,1,1,0,1,0,0,0,0
93084,40,23,49.09,370,1,1,0,0,0,0,1,0
93085,64,8,59.41,471,0,0,1,0,0,1,0,0
93086,54,1,37.11,316,1,1,0,0,0,0,0,1
93087,39,18,47.88,246,0,0,1,1,0,0,0,0
93088,48,19,73.49,180,0,0,1,0,0,0,1,0
93089,32,6,63.87,164,0,1,0,0,0,0,0,1
93090,70,4,72.3,163,1,0,1,0,0,1,0,0
93091,56,16,34.01,130,1,0,1,0,0,0,0,1
93092,55,12,62.79,50,0,0,1,1,0,0,0,0
93093,33,5,47.75,403,0,1,0,0,0,1,0,0
93094,64,13,83.48,335,1,0,1,1,0,0,0,0
93095,50,22,49.1,429,1,0,1,0,0,0,1,0
93096,46,8,79.94,85,1,1,0,1,0,0,0,0
93097,49,15,61.19,83,0,0,1,0,1,0,0,0
93098,38,1,94.13,298,1,1,0,0,1,0,0,0
93099,53,5,69.71,217,1,1,0,1,0,0,0,0
93100,23,18,58.29,442,0,1,0,0,1,0,0,0
93101,30,12,53.67,438,1,0,1,0,1,0,0,0
93102,19,22,47.2,291,1,1,0,1,0,0,0,0
93103,33,18,32.81,220,0,1,0,0,0,1,0,0
93104,50,8,56.95,225,1,1,0,0,1,0,0,0
93105,20,1,81.4,263,1,0,1,0,1,0,0,0
93106,37,13,49.95,122,0,1,0,0,1,0,0,0
93107,21,14,62.16,128,1,0,1,0,0,0,1,0
93108,45,21,45.45,455,0,0,1,0,1,0,0,0
93109,55,6,89.67,82,1,0,1,0,1,0,0,0
93110,61,20,97.43,313,0,0,1,1,0,0,0,0
93111,55,8,76.52,103,0,0,1,0,0,1,0,0
93112,48,2,84.46,294,1,0,1,1,0,0,0,0
93113,40,12,58.13,308,0,1,0,1,0,0,0,0
93114,65,22,66.62,112,0,1,0,1,0,0,0,0
93115,34,20,98.85,61,0,0,1,0,0,1,0,0
93116,56,15,72.58,270,1,1,0,0,1,0,0,0
93117,50,20,87.42,84,0,1,0,0,0,1,0,0
93118,42,9,81.89,338,0,1,0,0,0,0,0,1
93119,33,17,44.25,404,0,1,0,1,0,0,0,0
93120,62,21,67.05,149,0,1,0,0,1,0,0,0
93121,64,8,72.28,354,1,1,0,0,1,0,0,0
93122,49,6,56.19,484,1,0,1,0,0,1,0,0
93123,60,15,87.1,293,0,1,0,0,0,1,0,0
93124,27,24,40.37,226,1,0,1,0,0,1,0,0
93125,62,15,41.39,244,1,1,0,1,0,0,0,0
93126,42,4,55.51,360,0,0,1,0,0,1,0,0
93127,32,22,42.66,390,1,1,0,0,1,0,0,0
93128,23,6,40.22,229,1,0,1,0,1,0,0,0
93129,30,6,41.8,72,1,0,1,0,1,0,0,0
93130,68,11,45.65,366,1,1,0,0,0,0,1,0
93131,60,16,70.58,371,0,1,0,0,0,0,1,0
93132,18,6,54.17,441,1,0,1,0,1,0,0,0
93133,41,16,76.22,488,0,1,0,0,0,1,0,0
93134,55,21,90.39,342,1,0,1,0,0,0,1,0
93135,66,8,58.67,293,1,1,0,0,0,0,1,0
93136,55,9,76.42,452,1,0,1,0,1,0,0,0
93137,36,3,34.11,453,0,0,1,0,1,0,0,0
93138,48,11,37.23,397,1,0,1,0,1,0,0,0
93139,61,16,87.16,104,0,0,1,0,1,0,0,0
93140,30,4,65.37,397,1,1,0,0,0,0,0,1
93141,69,10,46.62,333,1,1,0,0,1,0,0,0
93142,33,9,74.48,94,1,1,0,0,1,0,0,0
93143,54,9,90.87,252,0,0,1,0,0,0,1,0
93144,60,21,95.37,453,0,1,0,0,0,1,0,0
93145,42,6,92.61,166,1,1,0,0,0,0,0,1
93146,25,23,77.43,478,1,1,0,1,0,0,0,0
93147,36,21,86.15,55,1,0,1,0,0,1,0,0
93148,64,21,97.74,415,0,1,0,1,0,0,0,0
93149,49,7,43.24,477,0,0,1,0,0,1,0,0
93150,50,20,43.23,454,1,1,0,0,1,0,0,0
93151,31,10,73.12,147,0,1,0,1,0,0,0,0
93152,58,10,87.08,343,0,0,1,0,0,0,1,0
93153,43,23,83.84,315,1,0,1,0,0,0,0,1
93154,19,11,49.82,91,0,1,0,0,0,0,0,1
93155,38,19,48.29,263,1,0,1,0,0,1,0,0
93156,48,18,65.46,414,1,0,1,0,0,0,0,1
93157,52,11,98.24,283,0,0,1,0,1,0,0,0
93158,45,8,31.95,89,0,1,0,0,0,1,0,0
93159,48,21,31.18,484,1,1,0,0,1,0,0,0
93160,35,16,58.74,164,0,0,1,1,0,0,0,0
93161,62,14,74.93,171,1,1,0,0,0,1,0,0
93162,46,23,47.25,113,0,0,1,0,0,1,0,0
93163,51,6,63.14,326,0,0,1,0,1,0,0,0
93164,43,24,41.37,308,1,1,0,0,0,1,0,0
93165,57,19,54.67,121,1,1,0,0,0,0,1,0
93166,42,4,60.51,292,1,1,0,1,0,0,0,0
93167,58,7,82.77,401,1,0,1,1,0,0,0,0
